分组,书名,排名,汉字,权重,基准拼音,拼音变体,全拼键位数,全拼最短,全拼最长,匹配状态,microsoft_基准码,microsoft_所有码,microsoft_覆盖,microsoft_异常读音,xiaohe_基准码,xiaohe_所有码,xiaohe_覆盖,xiaohe_异常读音
三体,三体 III：死神永生,2761,惆,1,chou,chou,4,4,4,已匹配,ib,ib,True,,iz,iz,True,
三体,三体 III：死神永生,2762,惹,1,re,re,2,2,2,已匹配,re,re,True,,re,re,True,
三体,三体 III：死神永生,2763,愤,1,fen,fen,3,3,3,已匹配,ff,ff,True,,ff,ff,True,
三体,三体 III：死神永生,2764,愧,1,kui,kui,3,3,3,已匹配,kv,kv,True,,kv,kv,True,
三体,三体 III：死神永生,2765,慷,1,kang,kang,4,4,4,已匹配,kh,kh,True,,kh,kh,True,
三体,三体 III：死神永生,2766,憋,1,bie,bie,3,3,3,已匹配,bx,bx,True,,bp,bp,True,
三体,三体 III：死神永生,2767,憎,1,zeng,zeng,4,4,4,已匹配,zg,zg,True,,zg,zg,True,
三体,三体 III：死神永生,2768,扮,1,ban,ban,3,3,3,已匹配,bj,bj,True,,bj,bj,True,
三体,三体 III：死神永生,2769,抨,1,peng,peng,4,4,4,已匹配,pg,pg,True,,pg,pg,True,
三体,三体 III：死神永生,2770,抿,1,min,min,3,3,3,已匹配,mn,mn,True,,mb,mb,True,
三体,三体 III：死神永生,2771,拇,1,mu,mu,2,2,2,已匹配,mu,mu,True,,mu,mu,True,
三体,三体 III：死神永生,2772,拋,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2773,拘,1,ju,ju,2,2,2,已匹配,jv,jv,True,,jv,jv,True,
三体,三体 III：死神永生,2774,拧,1,ning,ning,4,4,4,已匹配,n;,n;,True,,nk,nk,True,
三体,三体 III：死神永生,2775,拭,1,shi,shi,3,3,3,已匹配,ui,ui,True,,ui,ui,True,
三体,三体 III：死神永生,2776,拱,1,gong,gong,4,4,4,已匹配,gs,gs,True,,gs,gs,True,
三体,三体 III：死神永生,2777,拴,1,shuan,shuan,5,5,5,已匹配,ur,ur,True,,ur,ur,True,
三体,三体 III：死神永生,2778,挟,1,jia,jia|xie,3,3,3,已匹配,jw,jw|xx,True,,jx,jx|xp,True,
三体,三体 III：死神永生,2779,挠,1,nao,nao,3,3,3,已匹配,nk,nk,True,,nc,nc,True,
三体,三体 III：死神永生,2780,挫,1,cuo,cuo,3,3,3,已匹配,co,co,True,,co,co,True,
三体,三体 III：死神永生,2781,捉,1,zhuo,zhuo,4,4,4,已匹配,vo,vo,True,,vo,vo,True,
三体,三体 III：死神永生,2782,捐,1,juan,juan,4,4,4,已匹配,jr,jr,True,,jr,jr,True,
三体,三体 III：死神永生,2783,捡,1,jian,jian,4,4,4,已匹配,jm,jm,True,,jm,jm,True,
三体,三体 III：死神永生,2784,掐,1,qia,qia,3,3,3,已匹配,qw,qw,True,,qx,qx,True,
三体,三体 III：死神永生,2785,揉,1,rou,rou,3,3,3,已匹配,rb,rb,True,,rz,rz,True,
三体,三体 III：死神永生,2786,揍,1,zou,zou,3,3,3,已匹配,zb,zb,True,,zz,zz,True,
三体,三体 III：死神永生,2787,揽,1,lan,lan,3,3,3,已匹配,lj,lj,True,,lj,lj,True,
三体,三体 III：死神永生,2788,搀,1,chan,chan,4,4,4,已匹配,ij,ij,True,,ij,ij,True,
三体,三体 III：死神永生,2789,搓,1,cuo,cuo,3,3,3,已匹配,co,co,True,,co,co,True,
三体,三体 III：死神永生,2790,撩,1,liao,liao,4,4,4,已匹配,lc,lc,True,,ln,ln,True,
三体,三体 III：死神永生,2791,撬,1,qiao,qiao,4,4,4,已匹配,qc,qc,True,,qn,qn,True,
三体,三体 III：死神永生,2792,擂,1,lei,lei,3,3,3,已匹配,lz,lz,True,,lw,lw,True,
三体,三体 III：死神永生,2793,攫,1,jue,jue,3,3,3,已匹配,jt,jt,True,,jt,jt,True,
三体,三体 III：死神永生,2794,敉,1,mi,mi,2,2,2,已匹配,mi,mi,True,,mi,mi,True,
三体,三体 III：死神永生,2795,斟,1,zhen,zhen,4,4,4,已匹配,vf,vf,True,,vf,vf,True,
三体,三体 III：死神永生,2796,旺,1,wang,wang,4,4,4,已匹配,wh,wh,True,,wh,wh,True,
三体,三体 III：死神永生,2797,昭,1,zhao,zhao,4,4,4,已匹配,vk,vk,True,,vc,vc,True,
三体,三体 III：死神永生,2798,晋,1,jin,jin,3,3,3,已匹配,jn,jn,True,,jb,jb,True,
三体,三体 III：死神永生,2799,晞,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2800,暈,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2801,曝,1,pu,pu,2,2,2,已匹配,pu,pu,True,,pu,pu,True,
三体,三体 III：死神永生,2802,曰,1,yue,yue,3,3,3,已匹配,yt,yt,True,,yt,yt,True,
三体,三体 III：死神永生,2803,曽,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2804,朔,1,shuo,shuo,4,4,4,已匹配,uo,uo,True,,uo,uo,True,
三体,三体 III：死神永生,2805,朿,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2806,枓,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2807,柏,1,bai,bai|bo,3,2,3,已匹配,bl,bl|bo,True,,bd,bd|bo,True,
三体,三体 III：死神永生,2808,栅,1,zha,zha|shan,3,3,4,已匹配,va,va|uj,True,,va,va|uj,True,
三体,三体 III：死神永生,2809,栉,1,zhi,zhi,3,3,3,已匹配,vi,vi,True,,vi,vi,True,
三体,三体 III：死神永生,2810,桃,1,tao,tao,3,3,3,已匹配,tk,tk,True,,tc,tc,True,
三体,三体 III：死神永生,2811,桉,1,an,an,2,2,2,已匹配,oj,oj,True,,an,an,True,
三体,三体 III：死神永生,2812,桔,1,jie,jie|ju,3,2,3,已匹配,jx,jx|jv,True,,jp,jp|jv,True,
三体,三体 III：死神永生,2813,梵,1,fan,fan,3,3,3,已匹配,fj,fj,True,,fj,fj,True,
三体,三体 III：死神永生,2814,棕,1,zong,zong,4,4,4,已匹配,zs,zs,True,,zs,zs,True,
三体,三体 III：死神永生,2815,棘,1,ji,ji,2,2,2,已匹配,ji,ji,True,,ji,ji,True,
三体,三体 III：死神永生,2816,椎,1,chui,chui|zhui,4,4,4,已匹配,iv,iv|vv,True,,iv,iv|vv,True,
三体,三体 III：死神永生,2817,椒,1,jiao,jiao,4,4,4,已匹配,jc,jc,True,,jn,jn,True,
三体,三体 III：死神永生,2818,楞,1,leng,leng,4,4,4,已匹配,lg,lg,True,,lg,lg,True,
三体,三体 III：死神永生,2819,楫,1,ji,ji,2,2,2,已匹配,ji,ji,True,,ji,ji,True,
三体,三体 III：死神永生,2820,楮,1,chu,chu,3,3,3,已匹配,iu,iu,True,,iu,iu,True,
三体,三体 III：死神永生,2821,榜,1,bang,bang,4,4,4,已匹配,bh,bh,True,,bh,bh,True,
三体,三体 III：死神永生,2822,榣,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2823,槟,1,bin,bin|bing,3,3,4,已匹配,bn,bn|b;,True,,bb,bb|bk,True,
三体,三体 III：死神永生,2824,歪,1,wai,wai,3,3,3,已匹配,wl,wl,True,,wd,wd,True,
三体,三体 III：死神永生,2825,殆,1,dai,dai,3,3,3,已匹配,dl,dl,True,,dd,dd,True,
三体,三体 III：死神永生,2826,殚,1,dan,dan,3,3,3,已匹配,dj,dj,True,,dj,dj,True,
三体,三体 III：死神永生,2827,殷,1,yan,yan|yin,3,3,3,已匹配,yj,yj|yn,True,,yj,yj|yb,True,
三体,三体 III：死神永生,2828,氓,1,mang,mang|meng,4,4,4,已匹配,mh,mh|mg,True,,mh,mh|mg,True,
三体,三体 III：死神永生,2829,汤,1,tang,tang,4,4,4,已匹配,th,th,True,,th,th,True,
三体,三体 III：死神永生,2830,沖,1,,,,,,参考表未收录,,,False,,,,False,
三体,三体 III：死神永生,2831,沛,1,pei,pei,3,3,3,已匹配,pz,pz,True,,pw,pw,True,
三体,三体 III：死神永生,2832,沾,1,zhan,zhan,4,4,4,已匹配,vj,vj,True,,vj,vj,True,
三体,三体 III：死神永生,2833,泰,1,tai,tai,3,3,3,已匹配,tl,tl,True,,td,td,True,
三体,三体 III：死神永生,2834,泳,1,yong,yong,4,4,4,已匹配,ys,ys,True,,ys,ys,True,
三体,三体 III：死神永生,2835,泻,1,xie,xie,3,3,3,已匹配,xx,xx,True,,xp,xp,True,
三体,三体 III：死神永生,2836,洽,1,qia,qia,3,3,3,已匹配,qw,qw,True,,qx,qx,True,
三体,三体 III：死神永生,2837,浏,1,liu,liu,3,3,3,已匹配,lq,lq,True,,lq,lq,True,
三体,三体 III：死神永生,2838,浙,1,zhe,zhe,3,3,3,已匹配,ve,ve,True,,ve,ve,True,
三体,三体 III：死神永生,2839,涅,1,nie,nie,3,3,3,已匹配,nx,nx,True,,np,np,True,
三体,三体 III：死神永生,2840,涟,1,lian,lian,4,4,4,已匹配,lm,lm,True,,lm,lm,True,
三体,三体 III：死神永生,2841,涵,1,han,han,3,3,3,已匹配,hj,hj,True,,hj,hj,True,
三体,三体 III：死神永生,2842,淅,1,xi,xi,2,2,2,已匹配,xi,xi,True,,xi,xi,True,
三体,三体 III：死神永生,2843,淋,1,lin,lin,3,3,3,已匹配,ln,ln,True,,lb,lb,True,
三体,三体 III：死神永生,2844,淫,1,yin,yin,3,3,3,已匹配,yn,yn,True,,yb,yb,True,
三体,三体 III：死神永生,2845,添,1,tian,tian,4,4,4,已匹配,tm,tm,True,,tm,tm,True,
三体,三体 III：死神永生,2846,渝,1,yu,yu,2,2,2,已匹配,yu,yu,True,,yu,yu,True,
三体,三体 III：死神永生,2847,溯,1,su,su,2,2,2,已匹配,su,su,True,,su,su,True,
三体,三体 III：死神永生,2848,滋,1,zi,zi,2,2,2,已匹配,zi,zi,True,,zi,zi,True,
三体,三体 III：死神永生,2849,滤,1,lv,lv,2,2,2,已匹配,lv,lv,True,,lv,lv,True,
三体,三体 III：死神永生,2850,漓,1,li,li,2,2,2,已匹配,li,li,True,,li,li,True,
三体,三体 III：死神永生,2851,漪,1,yi,yi,2,2,2,已匹配,yi,yi,True,,yi,yi,True,
三体,三体 III：死神永生,2852,潦,1,lao,lao|liao,3,3,4,已匹配,lk,lk|lc,True,,lc,lc|ln,True,
三体,三体 III：死神永生,2853,澄,1,cheng,cheng|deng,5,4,5,已匹配,ig,ig|dg,True,,ig,ig|dg,True,
三体,三体 III：死神永生,2854,澜,1,lan,lan,3,3,3,已匹配,lj,lj,True,,lj,lj,True,
三体,三体 III：死神永生,2855,濒,1,bin,bin,3,3,3,已匹配,bn,bn,True,,bb,bb,True,
三体,三体 III：死神永生,2856,灌,1,guan,guan,4,4,4,已匹配,gr,gr,True,,gr,gr,True,
三体,三体 III：死神永生,2857,炼,1,lian,lian,4,4,4,已匹配,lm,lm,True,,lm,lm,True,
三体,三体 III：死神永生,2858,烷,1,wan,wan,3,3,3,已匹配,wj,wj,True,,wj,wj,True,
三体,三体 III：死神永生,2859,焊,1,han,han,3,3,3,已匹配,hj,hj,True,,hj,hj,True,
三体,三体 III：死神永生,2860,焚,1,fen,fen,3,3,3,已匹配,ff,ff,True,,ff,ff,True,
三体,三体 III：死神永生,2861,煮,1,zhu,zhu,3,3,3,已匹配,vu,vu,True,,vu,vu,True,
三体,三体 III：死神永生,2862,燥,1,zao,zao,3,3,3,已匹配,zk,zk,True,,zc,zc,True,
三体,三体 III：死神永生,2863,爪,1,zhua,zhua|zhao,4,4,4,已匹配,vw,vw|vk,True,,vx,vx|vc,True,
三体,三体 III：死神永生,2864,爰,1,yuan,yuan,4,4,4,已匹配,yr,yr,True,,yr,yr,True,
三体,三体 III：死神永生,2865,犀,1,xi,xi,2,2,2,已匹配,xi,xi,True,,xi,xi,True,
三体,三体 III：死神永生,2866,犬,1,quan,quan,4,4,4,已匹配,qr,qr,True,,qr,qr,True,
三体,三体 III：死神永生,2867,犷,1,guang,guang,5,5,5,已匹配,gd,gd,True,,gl,gl,True,
三体,三体 III：死神永生,2868,狗,1,gou,gou,3,3,3,已匹配,gb,gb,True,,gz,gz,True,
三体,三体 III：死神永生,2869,狡,1,jiao,jiao,4,4,4,已匹配,jc,jc,True,,jn,jn,True,
三体,三体 III：死神永生,2870,猝,1,cu,cu,2,2,2,已匹配,cu,cu,True,,cu,cu,True,
三体,三体 III：死神永生,2871,獠,1,liao,liao,4,4,4,已匹配,lc,lc,True,,ln,ln,True,
三体,三体 III：死神永生,2872,瑕,1,xia,xia,3,3,3,已匹配,xw,xw,True,,xx,xx,True,
三体,三体 III：死神永生,2873,畴,1,chou,chou,4,4,4,已匹配,ib,ib,True,,iz,iz,True,
三体,三体 III：死神永生,2874,疆,1,jiang,jiang,5,5,5,已匹配,jd,jd,True,,jl,jl,True,
三体,三体 III：死神永生,2875,痒,1,yang,yang,4,4,4,已匹配,yh,yh,True,,yh,yh,True,
三体,三体 III：死神永生,2876,痪,1,huan,huan,4,4,4,已匹配,hr,hr,True,,hr,hr,True,
三体,三体 III：死神永生,2877,瘙,1,sao,sao,3,3,3,已匹配,sk,sk,True,,sc,sc,True,
三体,三体 III：死神永生,2878,瘤,1,liu,liu,3,3,3,已匹配,lq,lq,True,,lq,lq,True,
三体,三体 III：死神永生,2879,瘾,1,yin,yin,3,3,3,已匹配,yn,yn,True,,yb,yb,True,
三体,三体 III：死神永生,2880,癖,1,pi,pi,2,2,2,已匹配,pi,pi,True,,pi,pi,True,
三体,三体 III：死神永生,2881,盗,1,dao,dao,3,3,3,已匹配,dk,dk,True,,dc,dc,True,
三体,三体 III：死神永生,2882,盜,1,dao,dao,3,3,3,已匹配,dk,dk,True,,dc,dc,True,
三体,三体 III：死神永生,2883,盾,1,dun,dun,3,3,3,已匹配,dp,dp,True,,dy,dy,True,
三体,三体 III：死神永生,2884,眯,1,mi,mi,2,2,2,已匹配,mi,mi,True,,mi,mi,True,
三体,三体 III：死神永生,2885,瞄,1,miao,miao,4,4,4,已匹配,mc,mc,True,,mn,mn,True,
三体,三体 III：死神永生,2886,瞭,1,liao,liao,4,4,4,已匹配,lc,lc,True,,ln,ln,True,
三体,三体 III：死神永生,2887,瞻,1,zhan,zhan,4,4,4,已匹配,vj,vj,True,,vj,vj,True,
三体,三体 III：死神永生,2888,矗,1,chu,chu,3,3,3,已匹配,iu,iu,True,,iu,iu,True,
三体,三体 III：死神永生,2889,矫,1,jiao,jiao,4,4,4,已匹配,jc,jc,True,,jn,jn,True,
三体,三体 III：死神永生,2890,砝,1,fa,fa,2,2,2,已匹配,fa,fa,True,,fa,fa,True,
三体,三体 III：死神永生,2891,硅,1,gui,gui,3,3,3,已匹配,gv,gv,True,,gv,gv,True,
三体,三体 III：死神永生,2892,硝,1,xiao,xiao,4,4,4,已匹配,xc,xc,True,,xn,xn,True,
三体,三体 III：死神永生,2893,碱,1,jian,jian,4,4,4,已匹配,jm,jm,True,,jm,jm,True,
三体,三体 III：死神永生,2894,磺,1,huang,huang,5,5,5,已匹配,hd,hd,True,,hl,hl,True,
三体,三体 III：死神永生,2895,祁,1,qi,qi,2,2,2,已匹配,qi,qi,True,,qi,qi,True,
三体,三体 III：死神永生,2896,祠,1,ci,ci,2,2,2,已匹配,ci,ci,True,,ci,ci,True,
三体,三体 III：死神永生,2897,禾,1,he,he,2,2,2,已匹配,he,he,True,,he,he,True,
三体,三体 III：死神永生,2898,秦,1,qin,qin,3,3,3,已匹配,qn,qn,True,,qb,qb,True,
三体,三体 III：死神永生,2899,穗,1,sui,sui,3,3,3,已匹配,sv,sv,True,,sv,sv,True,
三体,三体 III：死神永生,2900,笛,1,di,di,2,2,2,已匹配,di,di,True,,di,di,True,
三体,三体 III：死神永生,2901,筋,1,jin,jin,3,3,3,已匹配,jn,jn,True,,jb,jb,True,
三体,三体 III：死神永生,2902,簸,1,bo,bo,2,2,2,已匹配,bo,bo,True,,bo,bo,True,
三体,三体 III：死神永生,2903,簿,1,bu,bu,2,2,2,已匹配,bu,bu,True,,bu,bu,True,
三体,三体 III：死神永生,2904,粍,1,zhe,zhe,3,3,3,已匹配,ve,ve,True,,ve,ve,True,
三体,三体 III：死神永生,2905,粪,1,fen,fen,3,3,3,已匹配,ff,ff,True,,ff,ff,True,
三体,三体 III：死神永生,2906,糖,1,tang,tang,4,4,4,已匹配,th,th,True,,th,th,True,
三体,三体 III：死神永生,2907,紊,1,wen,wen,3,3,3,已匹配,wf,wf,True,,wf,wf,True,
三体,三体 III：死神永生,2908,納,1,na,na,2,2,2,已匹配,na,na,True,,na,na,True,
三体,三体 III：死神永生,2909,給,1,gei,gei,3,3,3,已匹配,gz,gz,True,,gw,gw,True,
三体,三体 III：死神永生,2910,維,1,wei,wei,3,3,3,已匹配,wz,wz,True,,ww,ww,True,
三体,三体 III：死神永生,2911,纭,1,yun,yun,3,3,3,已匹配,yp,yp,True,,yy,yy,True,
三体,三体 III：死神永生,2912,纺,1,fang,fang,4,4,4,已匹配,fh,fh,True,,fh,fh,True,
三体,三体 III：死神永生,2913,绑,1,bang,bang,4,4,4,已匹配,bh,bh,True,,bh,bh,True,
三体,三体 III：死神永生,2914,绣,1,xiu,xiu,3,3,3,已匹配,xq,xq,True,,xq,xq,True,
三体,三体 III：死神永生,2915,绷,1,beng,beng,4,4,4,已匹配,bg,bg,True,,bg,bg,True,
三体,三体 III：死神永生,2916,缋,1,hui,hui,3,3,3,已匹配,hv,hv,True,,hv,hv,True,
三体,三体 III：死神永生,2917,缭,1,liao,liao,4,4,4,已匹配,lc,lc,True,,ln,ln,True,
三体,三体 III：死神永生,2918,缰,1,jiang,jiang,5,5,5,已匹配,jd,jd,True,,jl,jl,True,
三体,三体 III：死神永生,2919,缴,1,jiao,jiao,4,4,4,已匹配,jc,jc,True,,jn,jn,True,
三体,三体 III：死神永生,2920,罢,1,ba,ba,2,2,2,已匹配,ba,ba,True,,ba,ba,True,
三体,三体 III：死神永生,2921,羞,1,xiu,xiu,3,3,3,已匹配,xq,xq,True,,xq,xq,True,
三体,三体 III：死神永生,2922,羡,1,xian,xian,4,4,4,已匹配,xm,xm,True,,xm,xm,True,
三体,三体 III：死神永生,2923,羸,1,lei,lei,3,3,3,已匹配,lz,lz,True,,lw,lw,True,
三体,三体 III：死神永生,2924,翁,1,weng,weng,4,4,4,已匹配,wg,wg,True,,wg,wg,True,
三体,三体 III：死神永生,2925,翰,1,han,han,3,3,3,已匹配,hj,hj,True,,hj,hj,True,
三体,三体 III：死神永生,2926,耍,1,shua,shua,4,4,4,已匹配,uw,uw,True,,ux,ux,True,
三体,三体 III：死神永生,2927,肝,1,gan,gan,3,3,3,已匹配,gj,gj,True,,gj,gj,True,
三体,三体 III：死神永生,2928,肠,1,chang,chang,5,5,5,已匹配,ih,ih,True,,ih,ih,True,
三体,三体 III：死神永生,2929,肴,1,yao,yao,3,3,3,已匹配,yk,yk,True,,yc,yc,True,
三体,三体 III：死神永生,2930,肾,1,shen,shen,4,4,4,已匹配,uf,uf,True,,uf,uf,True,
三体,三体 III：死神永生,2931,肿,1,zhong,zhong,5,5,5,已匹配,vs,vs,True,,vs,vs,True,
三体,三体 III：死神永生,2932,胎,1,tai,tai,3,3,3,已匹配,tl,tl,True,,td,td,True,
三体,三体 III：死神永生,2933,胖,1,pang,pang,4,4,4,已匹配,ph,ph,True,,ph,ph,True,
三体,三体 III：死神永生,2934,胚,1,pei,pei,3,3,3,已匹配,pz,pz,True,,pw,pw,True,
三体,三体 III：死神永生,2935,胰,1,yi,yi,2,2,2,已匹配,yi,yi,True,,yi,yi,True,
三体,三体 III：死神永生,2936,胴,1,dong,dong,4,4,4,已匹配,ds,ds,True,,ds,ds,True,
三体,三体 III：死神永生,2937,脂,1,zhi,zhi,3,3,3,已匹配,vi,vi,True,,vi,vi,True,
三体,三体 III：死神永生,2938,脯,1,fu,fu|pu,2,2,2,已匹配,fu,fu|pu,True,,fu,fu|pu,True,
三体,三体 III：死神永生,2939,腻,1,ni,ni,2,2,2,已匹配,ni,ni,True,,ni,ni,True,
三体,三体 III：死神永生,2940,膏,1,gao,gao,3,3,3,已匹配,gk,gk,True,,gc,gc,True,
三体,三体 III：死神永生,2941,臭,1,chou,chou|xiu,4,3,4,已匹配,ib,ib|xq,True,,iz,iz|xq,True,
三体,三体 III：死神永生,2942,臼,1,jiu,jiu,3,3,3,已匹配,jq,jq,True,,jq,jq,True,
三体,三体 III：死神永生,2943,舀,1,yao,yao,3,3,3,已匹配,yk,yk,True,,yc,yc,True,
三体,三体 III：死神永生,2944,舔,1,tian,tian,4,4,4,已匹配,tm,tm,True,,tm,tm,True,
三体,三体 III：死神永生,2945,舢,1,shan,shan,4,4,4,已匹配,uj,uj,True,,uj,uj,True,
三体,三体 III：死神永生,2946,舵,1,duo,duo,3,3,3,已匹配,do,do,True,,do,do,True,
三体,三体 III：死神永生,2947,舶,1,bo,bo,2,2,2,已匹配,bo,bo,True,,bo,bo,True,
三体,三体 III：死神永生,2948,芜,1,wu,wu,2,2,2,已匹配,wu,wu,True,,wu,wu,True,
三体,三体 III：死神永生,2949,芝,1,zhi,zhi,3,3,3,已匹配,vi,vi,True,,vi,vi,True,
三体,三体 III：死神永生,2950,芬,1,fen,fen,3,3,3,已匹配,ff,ff,True,,ff,ff,True,
三体,三体 III：死神永生,2951,芭,1,ba,ba,2,2,2,已匹配,ba,ba,True,,ba,ba,True,
三体,三体 III：死神永生,2952,芳,1,fang,fang,4,4,4,已匹配,fh,fh,True,,fh,fh,True,
三体,三体 III：死神永生,2953,芽,1,ya,ya,2,2,2,已匹配,ya,ya,True,,ya,ya,True,
三体,三体 III：死神永生,2954,苟,1,gou,gou,3,3,3,已匹配,gb,gb,True,,gz,gz,True,
三体,三体 III：死神永生,2955,茅,1,mao,mao,3,3,3,已匹配,mk,mk,True,,mc,mc,True,
三体,三体 III：死神永生,2956,茬,1,cha,cha,3,3,3,已匹配,ia,ia,True,,ia,ia,True,
三体,三体 III：死神永生,2957,荫,1,yin,yin,3,3,3,已匹配,yn,yn,True,,yb,yb,True,
三体,三体 III：死神永生,2958,莞,1,guan,guan|wan,4,3,4,已匹配,gr,gr|wj,True,,gr,gr|wj,True,
三体,三体 III：死神永生,2959,蔚,1,wei,wei|yu,3,2,3,已匹配,wz,wz|yu,True,,ww,ww|yu,True,
三体,三体 III：死神永生,2960,蔫,1,nian,nian,4,4,4,已匹配,nm,nm,True,,nm,nm,True,
三体,三体 III：死神永生,2961,蕾,1,lei,lei,3,3,3,已匹配,lz,lz,True,,lw,lw,True,
三体,三体 III：死神永生,2962,薯,1,shu,shu,3,3,3,已匹配,uu,uu,True,,uu,uu,True,
三体,三体 III：死神永生,2963,虏,1,lu,lu,2,2,2,已匹配,lu,lu,True,,lu,lu,True,
三体,三体 III：死神永生,2964,蚓,1,yin,yin,3,3,3,已匹配,yn,yn,True,,yb,yb,True,
三体,三体 III：死神永生,2965,蚪,1,dou,dou,3,3,3,已匹配,db,db,True,,dz,dz,True,
三体,三体 III：死神永生,2966,蚯,1,qiu,qiu,3,3,3,已匹配,qq,qq,True,,qq,qq,True,
三体,三体 III：死神永生,2967,蝌,1,ke,ke,2,2,2,已匹配,ke,ke,True,,ke,ke,True,
三体,三体 III：死神永生,2968,蝗,1,huang,huang,5,5,5,已匹配,hd,hd,True,,hl,hl,True,
三体,三体 III：死神永生,2969,蝠,1,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 III：死神永生,2970,蝴,1,hu,hu,2,2,2,已匹配,hu,hu,True,,hu,hu,True,
三体,三体 III：死神永生,2971,蝶,1,die,die,3,3,3,已匹配,dx,dx,True,,dp,dp,True,
三体,三体 III：死神永生,2972,螨,1,man,man,3,3,3,已匹配,mj,mj,True,,mj,mj,True,
三体,三体 III：死神永生,2973,裱,1,biao,biao,4,4,4,已匹配,bc,bc,True,,bn,bn,True,
三体,三体 III：死神永生,2974,褒,1,bao,bao,3,3,3,已匹配,bk,bk,True,,bc,bc,True,
三体,三体 III：死神永生,2975,褓,1,bao,bao,3,3,3,已匹配,bk,bk,True,,bc,bc,True,
三体,三体 III：死神永生,2976,褶,1,xi,xi|zhe,2,2,3,已匹配,xi,xi|ve,True,,xi,xi|ve,True,
三体,三体 III：死神永生,2977,襁,1,qiang,qiang,5,5,5,已匹配,qd,qd,True,,ql,ql,True,
三体,三体 III：死神永生,2978,襟,1,jin,jin,3,3,3,已匹配,jn,jn,True,,jb,jb,True,
三体,三体 III：死神永生,2979,詹,1,zhan,zhan,4,4,4,已匹配,vj,vj,True,,vj,vj,True,
三体,三体 III：死神永生,2980,讥,1,ji,ji,2,2,2,已匹配,ji,ji,True,,ji,ji,True,
三体,三体 III：死神永生,2981,讪,1,shan,shan,4,4,4,已匹配,uj,uj,True,,uj,uj,True,
三体,三体 III：死神永生,2982,讯,1,xun,xun,3,3,3,已匹配,xp,xp,True,,xy,xy,True,
三体,三体 III：死神永生,2983,讼,1,song,song,4,4,4,已匹配,ss,ss,True,,ss,ss,True,
三体,三体 III：死神永生,2984,诅,1,zu,zu,2,2,2,已匹配,zu,zu,True,,zu,zu,True,
三体,三体 III：死神永生,2985,诈,1,zha,zha,3,3,3,已匹配,va,va,True,,va,va,True,
三体,三体 III：死神永生,2986,诋,1,di,di,2,2,2,已匹配,di,di,True,,di,di,True,
三体,三体 III：死神永生,2987,谧,1,mi,mi,2,2,2,已匹配,mi,mi,True,,mi,mi,True,
三体,三体 III：死神永生,2988,谵,1,zhan,zhan,4,4,4,已匹配,vj,vj,True,,vj,vj,True,
三体,三体 III：死神永生,2989,賺,1,zuan,zuan,4,4,4,已匹配,zr,zr,True,,zr,zr,True,
三体,三体 III：死神永生,2990,贡,1,gong,gong,4,4,4,已匹配,gs,gs,True,,gs,gs,True,
三体,三体 III：死神永生,2991,赌,1,du,du,2,2,2,已匹配,du,du,True,,du,du,True,
三体,三体 III：死神永生,2992,赐,1,ci,ci,2,2,2,已匹配,ci,ci,True,,ci,ci,True,
三体,三体 III：死神永生,2993,赢,1,ying,ying,4,4,4,已匹配,y;,y;,True,,yk,yk,True,
三体,三体 III：死神永生,2994,赭,1,zhe,zhe,3,3,3,已匹配,ve,ve,True,,ve,ve,True,
三体,三体 III：死神永生,2995,赴,1,fu,fu,2,2,2,已匹配,fu,fu,True,,fu,fu,True,
三体,三体 III：死神永生,2996,趁,1,chen,chen,4,4,4,已匹配,if,if,True,,if,if,True,
三体,三体 III：死神永生,2997,趋,1,qu,qu,2,2,2,已匹配,qv,qv,True,,qv,qv,True,
三体,三体 III：死神永生,2998,跋,1,ba,ba,2,2,2,已匹配,ba,ba,True,,ba,ba,True,
三体,三体 III：死神永生,2999,跺,1,duo,duo,3,3,3,已匹配,do,do,True,,do,do,True,
三体,三体 III：死神永生,3000,踊,1,yong,yong,4,4,4,已匹配,ys,ys,True,,ys,ys,True,
三体,三体 III：死神永生,3001,踢,1,ti,ti,2,2,2,已匹配,ti,ti,True,,ti,ti,True,
三体,三体 III：死神永生,3002,踱,1,duo,duo,3,3,3,已匹配,do,do,True,,do,do,True,
三体,三体 III：死神永生,3003,蹩,1,bie,bie,3,3,3,已匹配,bx,bx,True,,bp,bp,True,
三体,三体 III：死神永生,3004,蹾,1,dun,dun,3,3,3,已匹配,dp,dp,True,,dy,dy,True,
三体,三体 III：死神永生,3005,轧,1,ya,ya|zha,2,2,3,已匹配,ya,ya|va,True,,ya,ya|va,True,
三体,三体 III：死神永生,3006,轩,1,xuan,xuan,4,4,4,已匹配,xr,xr,True,,xr,xr,True,
三体,三体 III：死神永生,3007,轶,1,yi,yi,2,2,2,已匹配,yi,yi,True,,yi,yi,True,
